ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
TSLA,20260416,393.81,394.06,381.8,388.9,391.95,-3.05,-0.778165,63515100.0,24701022002.33
TSLA,20260417,395.92,409.28,391.65,400.62,388.9,11.72,3.013629,90640000.0,36312196357.42
TSLA,20260420,402.58,406.8,388.33,392.5,400.62,-8.12,-2.026857,64603900.0,25357030750.0
TSLA,20260421,393.0,393.95,385.22,386.42,392.5,-6.08,-1.549041,50530600.0,19526035130.51
TSLA,20260422,387.57,393.01,385.3,387.51,386.42,1.09,0.282076,62362800.0,24166209237.01
TSLA,20260423,375.28,386.0,368.39,373.72,387.51,-13.79,-3.55862,93969500.0,35118281654.71
TSLA,20260424,373.5,382.76,370.73,376.3,373.72,2.58,0.690353,62893300.0,23666748022.26
TSLA,20260427,372.09,380.78,364.02,378.67,376.3,2.37,0.629823,66735800.0,25270846282.11
TSLA,20260428,374.68,382.29,372.54,376.02,378.67,-2.65,-0.699824,50864400.0,19126031129.19
TSLA,20260429,375.4,376.4,370.04,372.8,376.02,-3.22,-0.856338,45384800.0,16919452885.99
TSLA,20260430,372.75,384.75,368.17,381.63,372.8,8.83,2.368567,51076000.0,19492134129.39
TSLA,20260501,382.49,397.82,378.8,390.82,381.63,9.19,2.408092,65338300.0,25535514884.55
TSLA,20260504,390.23,394.64,384.8,392.51,390.82,1.69,0.432425,48765100.0,19140789877.22
TSLA,20260505,395.19,402.12,389.0,389.37,392.51,-3.14,-0.799983,47780600.0,18604331988.7
TSLA,20260506,386.25,401.68,384.02,398.73,389.37,9.36,2.403887,53465400.0,21318259529.39
TSLA,20260507,407.48,415.83,402.12,411.79,398.73,13.06,3.275399,64294200.0,26475709167.39
TSLA,20260508,416.48,431.2,416.39,428.35,411.79,16.56,4.021467,65050000.0,27864167897.03
TSLA,20260511,422.16,449.16,416.8,445.0,428.35,16.65,3.887007,78376100.0,34877364500.0
TSLA,20260512,441.41,447.8,422.26,433.45,445.0,-11.55,-2.595503,60569300.0,26253763824.37
TSLA,20260513,436.67,453.4,430.21,445.27,433.45,11.82,2.726953,68283200.0,30404459713.82
TSLA,20260514,446.49,451.98,441.16,443.3,445.27,-1.97,-0.442428,46070400.0,20423007757.62
TSLA,20260515,433.98,434.66,422.0,422.24,443.3,-21.06,-4.750733,52688700.0,22247276173.46
TSLA,20260518,419.27,421.13,405.33,409.99,422.24,-12.25,-2.901194,52474200.0,21513896745.56
TSLA,20260519,403.16,405.63,393.63,404.11,409.99,-5.88,-1.434183,46500600.0,18791356784.84
TSLA,20260520,407.6,417.46,406.39,417.26,404.11,13.15,3.254071,45294700.0,18899666964.33
TSLA,20260521,422.18,426.95,412.9,417.85,417.26,0.59,0.141398,42636900.0,17815828925.23
TSLA,20260522,422.67,431.51,420.51,426.01,417.85,8.16,1.952855,46104700.0,19641063697.24
TSLA,20260526,430.26,435.2,426.12,433.59,426.01,7.58,1.779298,45658900.0,19797242283.79
TSLA,20260527,442.89,445.6,435.52,440.36,433.59,6.77,1.56138,44656500.0,19664935685.85
TSLA,20260528,437.62,443.96,436.3,442.1,440.36,1.74,0.395136,32435000.0,14339513697.97
TSLA,20260529,439.85,441.07,428.14,435.79,442.1,-6.31,-1.427278,45176800.0,19687598058.03
TSLA,20260601,427.49,429.6,415.43,415.88,435.79,-19.91,-4.568715,44937900.0,18688774071.42
TSLA,20260602,418.22,424.42,413.65,423.74,415.88,7.86,1.889965,37596000.0,15930928672.85
TSLA,20260603,418.7,433.6,416.0,423.7,423.74,-0.04,-0.009435,44500700.0,18854947133.22
TSLA,20260604,419.84,426.35,417.16,418.45,423.7,-5.25,-1.239084,35323300.0,14781035316.19
TSLA,20260605,420.5,424.68,388.59,391.0,418.45,-27.45,-6.559926,63420200.0,24797298200.0
TSLA,20260608,396.33,412.94,394.72,408.95,391.0,17.95,4.590796,50328800.0,20581963374.37
TSLA,20260609,411.03,418.5,384.24,396.68,408.95,-12.27,-3.000371,59940200.0,23777078096.98
TSLA,20260610,391.54,397.09,380.15,381.59,396.68,-15.09,-3.804073,49695600.0,18963343822.01
TSLA,20260611,388.28,399.54,380.66,399.15,381.59,17.56,4.601797,45324300.0,18091194068.36
TSLA,20260612,399.49,406.68,386.76,406.43,399.15,7.28,1.823875,63514500.0,25814197769.81
TSLA,20260615,412.37,416.0,407.1,411.15,406.43,4.72,1.161332,45620500.0,18756868296.55
TSLA,20260616,404.11,412.42,400.54,404.66,411.15,-6.49,-1.578497,40255500.0,16289790777.42
TSLA,20260617,401.53,405.94,393.76,396.38,404.66,-8.28,-2.046162,43534300.0,17256126046.57
TSLA,20260618,398.1,402.52,384.7,400.49,396.38,4.11,1.03688,58384700.0,23382487932.84
TSLA,20260622,394.85,414.75,394.4,405.05,400.49,4.56,1.138605,47819500.0,19369287891.27
TSLA,20260623,392.61,392.87,379.06,381.61,405.05,-23.44,-5.786941,50420200.0,19240851783.42
TSLA,20260624,380.08,384.58,373.05,375.53,381.61,-6.08,-1.593246,37081400.0,13925178096.73
TSLA,20260625,375.27,379.12,371.22,375.12,375.53,-0.41,-0.10918,30138800.0,11305666508.84
TSLA,20260626,370.15,387.8,368.6,379.71,375.12,4.59,1.223607,53434100.0,20289461654.41
TSLA,20260629,381.79,413.27,379.3,411.84,379.71,32.13,8.461722,57645800.0,23740846060.89
TSLA,20260630,406.0,424.54,406.0,420.6,411.84,8.76,2.127042,43385600.0,18247983624.8
TSLA,20260701,421.46,432.86,418.09,425.3,420.6,4.7,1.117447,40127900.0,17066395380.16
TSLA,20260702,428.01,432.35,389.3,393.45,425.3,-31.85,-7.488826,73717700.0,29004229964.87
TSLA,20260706,397.5,420.0,390.5,419.77,393.45,26.319999999999997,6.69,54727860.0,22545861051.08
TSLA,20260707,416.96,419.56,401.88,402.9,419.77,-16.870000000000005,-4.02,38149903.0,15556088758.57
TSLA,20260708,399.38,399.63,390.51,394.06,402.9,-8.839999999999975,-2.19,33844907.0,13333340215.22
TSLA,20260709,393.99,407.86,390.86,406.55,394.06,12.490000000000007,3.17,37834989.0,15169863169.57
